,0.0
pestol,2.5563025
tahan,1.4771212
tahap,2.5563025
demiki,2.2552724
ila,2.2552724
gairah,2.0791812
benci,2.5563025
sekitar,2.0791812
alamat,2.2552724
oleng,2.5563025
ibel,2.5563025
contoh,1.8573325
peksi,2.0791812
pohon,1.2775489
rangsang,2.0791812
daerah,1.2340832
sejajar,1.9542425
tinggi,1.1945747
budak,1.5563025
jaket,2.2552724
rute,2.5563025
bobot,1.7112044
orangseorang,2.5563025
bendu,2.0791812
erang,2.0791812
dinas,2.5563025
hubung,1.30103
petak,2.2552724
sosial,2.0791812
faedah,2.5563025
deruj,2.5563025
cadar,2.2552724
mimbar,2.5563025
tanggung,1.9542425
tepung,1.9542425
benda,0.8004277
ina,2.0791812
suasana,2.5563025
lekat,1.30103
ini,2.0791812
mandeh,2.2552724
bendabenda,2.2552724
payung,2.0791812
punggung,2.2552724
pecah,1.7781513
telad,2.2552724
tiarap,2.5563025
harimau,1.7781513
selimut,2.5563025
untung,1.8573325
isik,2.5563025
jumpa,2.5563025
tektum,2.5563025
dendam,2.2552724
imbang,1.5563025
pakan,2.5563025
lengang,2.2552724
jemu,2.5563025
cagak,2.0791812
pakai,1.2138798
kelas,2.2552724
rai,1.9542425
khusus,1.4101745
warna,1.0939045
rat,2.5563025
getah,2.2552724
memang,2.2552724
takut,2.2552724
aksi,2.5563025
oksigen,1.8573325
ragam,1.3521825
dasawarsa,2.2552724
potensial,2.5563025
bugar,2.5563025
jawab,2.0791812
alkal,2.5563025
nila,1.6532125
ulayat,2.2552724
resmi,1.60206
jawat,2.5563025
tegak,2.2552724
encang,2.5563025
tegap,2.2552724
ira,2.5563025
tegas,2.5563025
aba,2.5563025
iri,2.5563025
fase,2.5563025
corong,1.9542425
akut,2.2552724
kalang,2.0791812
tunas,1.9542425
kejarkejar,2.5563025
abi,1.9542425
sanubar,2.5563025
layang,2.5563025
akun,2.0791812
aktivitas,2.2552724
bahtera,2.0791812
lanang,2.5563025
abu,1.8573325
kirikan,1.9542425
isi,1.0649408
sebanding,2.5563025
uridae,2.5563025
tatan,2.2552724
undangundang,2.2552724
aci,2.5563025
demam,1.8573325
nafsu,1.9542425
ibnu,2.0791812
acu,1.8573325
nafsi,2.5563025
tenggang,2.2552724
copet,2.5563025
formatur,2.2552724
ita,1.9542425
rel,2.5563025
fenomena,2.5563025
ada,0.6478175
pose,2.5563025
adi,1.9542425
kunjung,2.5563025
itu,1.7112044
rekan,2.0791812
rekam,2.5563025
umbaiumbai,2.5563025
mitra,2.2552724
semen,1.8573325
khotbah,2.5563025
padang,2.2552724
semek,2.0791812
ketahu,2.5563025
pasti,1.9542425
penting,1.7781513
dudukduduk,2.0791812
harga,1.7781513
konduksi,2.5563025
citacita,2.5563025
unda,2.5563025
ikat,1.5563025
taksi,2.5563025
tempias,2.2552724
simpul,2.5563025
acik,2.5563025
lajur,2.2552724
lewat,2.5563025
cerita,1.5563025
substansi,2.5563025
simpuh,2.5563025
resor,2.5563025
krama,2.5563025
janur,2.5563025
supaya,1.7781513
arloj,2.5563025
ikal,2.2552724
jejak,2.5563025
konveksi,2.5563025
ikan,1.7781513
putingbeliung,2.2552724
agi,2.2552724
lensa,1.9542425
bahasa,1.60206
konkret,1.8573325
epalngepal,2.5563025
nabi,2.2552724
bilga,2.5563025
derajat,2.0791812
sempe,2.5563025
pisau,2.2552724
rebus,2.2552724
nira,2.2552724
biografis,2.5563025
liang,1.9542425
lumat,2.5563025
syar,2.5563025
ahi,2.5563025
atma,2.5563025
isti,2.2552724
ahu,1.2775489
ciri,1.7112044
lintas,1.7112044
aib,2.5563025
deskripsi,2.2552724
aik,1.5563025
rohan,2.2552724
nada,1.9542425
milik,2.0791812
wajib,2.5563025
mikroba,2.5563025
ain,1.7112044
tembolok,2.5563025
atang,2.0791812
air,0.82390875
nadi,2.5563025
duit,2.2552724
maktab,2.5563025
gorden,2.5563025
tumpang,1.7112044
aja,2.5563025
bentuk,0.8661064
universitas,2.5563025
jeruj,2.5563025
pandang,1.8573325
mamak,2.2552724
harap,2.0791812
bilik,1.8573325
ungu,2.5563025
bambu,1.5149099
jerut,2.5563025
aka,1.7781513
banter,2.5563025
mainmain,2.0791812
kambing,1.8573325
atom,1.6532125
royal,2.5563025
cita,2.2552724
jinak,2.5563025
aki,1.9542425
icing,2.5563025
kujarat,2.5563025
mantra,2.0791812
alba,2.2552724
duka,2.5563025
jaring,1.8573325
sensasi,2.5563025
aku,2.0791812
organisme,2.2552724
sarap,2.5563025
llah,1.8573325
ala,2.5563025
sengsara,2.0791812
moncong,2.2552724
tebing,2.5563025
ali,2.2552724
anyir,2.5563025
bagong,2.5563025
dusun,2.5563025
secara,1.2340832
ensiklopedis,2.5563025
lihara,2.5563025
alu,2.2552724
lubang,1.60206
wajar,2.5563025
kisikisi,2.5563025
alas,1.60206
unit,2.2552724
alau,2.0791812
alat,0.9330532
ama,2.5563025
sehubung,2.5563025
alam,1.1249387
wajah,2.2552724
pangan,1.7781513
reda,2.2552724
boga,2.0791812
roh,1.9542425
rok,2.5563025
paling,2.0791812
tikar,2.0791812
karton,2.5563025
ana,2.0791812
tibatiba,2.2552724
ane,2.5563025
lincak,2.5563025
ang,2.5563025
orsea,2.5563025
ranting,1.4771212
ani,2.0791812
bujang,1.8573325
duli,1.7112044
ziarah,2.5563025
hukum,1.60206
bantah,2.5563025
kedap,2.5563025
gede,2.5563025
warta,2.5563025
bantal,2.2552724
sintar,2.0791812
dulu,1.9542425
dubur,2.2552724
ikir,2.5563025
pondok,2.2552724
sintal,2.0791812
realitas,2.5563025
tulisi,2.5563025
maksud,1.4423592
musara,2.5563025
pasar,2.5563025
apa,1.5563025
strateg,2.5563025
telefon,2.5563025
jam,1.9542425
acuh,2.2552724
api,1.60206
seronok,2.5563025
jas,2.0791812
susun,1.5563025
margin,2.5563025
kiat,2.2552724
susur,2.5563025
gelar,2.2552724
naik,1.8573325
gelap,1.9542425
cair,1.2138798
hulur,2.5563025
epat,2.2552724
lambung,2.0791812
lucut,2.5563025
injin,2.2552724
gembung,2.5563025
injil,2.5563025
suket,2.5563025
lereng,2.5563025
parkir,2.2552724
susut,2.5563025
belendung,2.5563025
alek,2.2552724
atur,1.5563025
limpah,2.2552724
bahaya,1.8573325
abnun,2.5563025
dosen,2.5563025
erahmerah,2.5563025
langitlangit,2.0791812
tungka,2.5563025
dongkang,2.5563025
pangkat,1.7781513
refsourcenamelexclassrefnominalexclassrefrootrootdefinitiondefinitionreferencereferenceproverbsproverbstranslationselmlemmakesumalemmarefsourceebsoftrefsourcetranslationit,2.5563025
dandan,2.0791812
basilika,2.5563025
ara,2.0791812
pangkal,1.3802112
kamarkamar,2.2552724
malik,2.5563025
pramuwisma,2.2552724
penis,2.0791812
titiktitik,1.9542425
simpan,1.4771212
cetak,1.9542425
anekdot,2.5563025
tabut,2.5563025
aru,2.2552724
jungur,2.2552724
sedia,1.60206
musafir,2.5563025
asa,1.2340832
sedih,2.5563025
bruder,2.5563025
tumor,2.2552724
geletak,2.5563025
aso,2.0791812
rua,2.5563025
potong,1.7781513
cakmencak,2.5563025
asu,2.2552724
sedap,1.8573325
kursi,1.9542425
ruh,2.5563025
mometer,2.5563025
dusi,1.9542425
alkohol,1.60206
cekik,2.2552724
brendi,2.2552724
agung,2.5563025
ata,2.5563025
komplemen,2.5563025
selaras,2.5563025
jet,2.5563025
lajar,2.0791812
sebangsa,1.9542425
sempit,2.0791812
omaw,2.5563025
wewangi,2.5563025
alim,2.5563025
atu,2.5563025
konglomerasi,2.5563025
updatedupdaterivanlaninupdatercreated,2.5563025
duri,2.2552724
alih,2.2552724
bola,1.7781513
itar,2.5563025
akhir,1.7781513
nama,1.0791812
cekung,2.5563025
sukat,2.2552724
alir,1.4771212
resap,2.2552724
kecek,2.2552724
aus,2.5563025
epek,2.5563025
aut,2.2552724
takat,2.5563025
iksa,2.2552724
sorak,2.5563025
nuklir,2.2552724
masjid,2.2552724
ilalang,2.5563025
takah,2.5563025
kumpul,1.3521825
kuasa,1.4101745
takar,2.0791812
rangkai,2.0791812
capa,1.4423592
halimun,2.0791812
larut,1.7112044
miskin,2.5563025
munjung,2.5563025
korespondensi,2.5563025
jembat,1.9542425
pangka,2.5563025
awa,2.5563025
bupat,2.5563025
honorarium,2.2552724
anggur,1.8573325
selup,2.5563025
samping,1.7112044
yang,0.06075815
sinetron,2.5563025
kurun,2.0791812
reka,1.9542425
selut,2.5563025
bariton,2.5563025
nobletranslationelmelmlemmakesumalemmarefsourcegkamusrefsourcetranslationit,2.5563025
longgo,2.5563025
jarijar,2.5563025
gencat,2.5563025
taksir,2.2552724
jeram,2.5563025
manten,2.5563025
fasilitas,2.0791812
mantel,2.5563025
kapakapa,2.5563025
jil,2.5563025
jin,2.5563025
harus,1.6532125
partisi,2.5563025
pasir,1.8573325
modus,2.5563025
ceker,1.9542425
harum,2.5563025
sukma,2.5563025
ikhtiar,1.7781513
usaha,1.1583625
perhamba,2.2552724
sepantas,2.5563025
sekang,2.5563025
harta,2.0791812
lipatlipat,2.5563025
walang,2.5563025
cara,1.3258536
darat,1.5563025
tahang,2.5563025
aya,2.2552724
violet,2.5563025
injam,2.5563025
aye,2.5563025
infeksi,2.5563025
bedabeda,2.2552724
sedot,2.2552724
penuh,2.2552724
fonetik,2.5563025
ayo,2.5563025
kabinet,2.0791812
cari,1.5563025
armada,2.5563025
kecil,0.75012255
luak,2.5563025
bengkung,2.5563025
hakikat,2.5563025
orang,0.59726113
luar,1.1583625
luas,1.4101745
luap,1.9542425
yrus,2.2552724
madan,2.2552724
lokal,2.5563025
madah,2.2552724
bantun,2.5563025
demon,2.5563025
empedu,2.2552724
hajat,2.5563025
cuaca,1.6532125
lahiriah,2.5563025
terpal,2.2552724
sepasang,2.0791812
inang,2.2552724
alog,2.5563025
ikut,1.7112044
sorot,2.2552724
keluarga,2.5563025
mantik,2.5563025
pokok,1.2340832
warga,1.7781513
tulang,1.60206
lumrah,2.5563025
sorok,2.0791812
nasi,2.2552724
virulensi,2.5563025
kinine,2.5563025
halnya,2.0791812
tumpu,1.8573325
lucu,2.5563025
busung,2.2552724
ongkos,2.0791812
pangsa,2.2552724
janji,2.0791812
cekam,2.2552724
sempat,1.9542425
abstrak,1.9542425
sungkur,2.5563025
pundipund,2.0791812
lonceng,2.2552724
adam,2.2552724
sempad,2.0791812
biyung,2.2552724
adah,2.5563025
tolan,2.2552724
adab,2.0791812
jenjang,2.5563025
unsur,1.30103
cemplang,2.2552724
tindak,1.60206
dukuh,2.5563025
perlak,2.5563025
adat,1.6532125
ekstraksi,2.5563025
itik,1.8573325
gera,1.3521825
sesuatu,0.6167832
binatang,0.8661064
sayang,1.9542425
curam,2.2552724
caya,1.8573325
lulus,2.2552724
samidra,2.5563025
alto,2.5563025
umpul,2.5563025
eriksa,2.2552724
curah,2.5563025
copot,2.5563025
darah,1.6532125
reta,1.7781513
laksana,1.9542425
cekco,2.5563025
inventor,2.5563025
sah,1.7112044
malus,2.2552724
getar,2.2552724
pijat,2.5563025
kapuk,2.2552724
riwayat,2.5563025
saw,2.5563025
daing,2.2552724
piara,1.5563025
njil,2.5563025
kelam,1.9542425
luluk,2.5563025
terjang,2.5563025
klorida,2.5563025
sukacita,2.5563025
front,2.5563025
jerij,2.5563025
luluh,2.0791812
mentor,2.5563025
bab,2.0791812
pingan,2.2552724
kaca,1.60206
keling,2.2552724
bal,2.2552724
bak,2.5563025
ban,2.5563025
lengkap,1.4771212
muncul,2.0791812
bar,2.2552724
bau,1.60206
paron,2.2552724
megah,2.5563025
informasi,2.5563025
mater,2.2552724
senyawa,2.0791812
potensi,2.2552724
pidato,2.2552724
kuning,1.6532125
alur,2.5563025
adem,2.2552724
kiri,1.7781513
alun,2.5563025
globe,2.2552724
gelemat,2.5563025
sahabat,1.8573325
singkat,2.0791812
bolsak,2.2552724
plano,2.5563025
plastik,1.7781513
kucing,1.9542425
kira,2.2552724
bedeng,2.0791812
alang,2.2552724
bodoh,2.2552724
terima,1.9542425
dipan,2.0791812
longgok,2.2552724
unguungu,2.5563025
tenor,2.5563025
molor,2.5563025
sel,1.9542425
banjir,1.9542425
primbon,2.5563025
dalamdalam,2.5563025
cawat,2.5563025
standar,1.9542425
battle,2.5563025
selia,2.2552724
kita,1.6532125
balig,1.9542425
anakanak,2.2552724
tumbuk,2.5563025
tumbuh,0.8842046
balik,2.5563025
mendung,2.2552724
visi,2.5563025
itor,2.5563025
bea,2.2552724
selam,2.5563025
selag,2.5563025
sumber,2.2552724
bel,2.5563025
jus,2.5563025
selat,1.9542425
larat,2.5563025
erintah,1.3521825
bensin,1.9542425
laras,2.2552724
tinggal,1.3258536
purdah,2.5563025
modal,1.9542425
protoplasma,2.5563025
seluruh,1.5563025
kafe,2.2552724
abung,2.5563025
adik,1.7781513
telepon,2.5563025
adil,2.0791812
paruh,1.8573325
rumahrumah,2.5563025
luka,1.8573325
susah,1.9542425
dulang,2.5563025
nanah,2.5563025
debu,1.7781513
natrium,2.5563025
bustan,2.5563025
rakyat,2.0791812
selubung,2.5563025
hias,1.4101745
bahagia,2.2552724
kain,1.1760913
sia,2.5563025
parade,2.5563025
belasting,2.5563025
historis,2.5563025
pajak,1.9542425
dapur,1.9542425
batur,2.5563025
swalay,2.2552724
kebun,1.7112044
amanah,2.2552724
reaksi,2.0791812
elayu,2.0791812
amanat,2.5563025
kolong,1.9542425
bik,2.5563025
kaki,0.94351864
lupa,2.5563025
bir,1.8573325
timbul,1.5149099
seharihar,1.8573325
bunga,1.7112044
angis,2.5563025
timbun,2.2552724
gereja,1.9542425
genang,2.5563025
anjang,2.0791812
suryakanta,2.5563025
model,1.60206
selebu,2.5563025
safinah,2.2552724
pokah,2.5563025
siap,2.2552724
kait,1.5563025
tatanegara,2.5563025
bisul,2.2552724
angka,2.5563025
selot,2.5563025
khayal,1.7781513
kami,2.2552724
optik,2.5563025
kamp,2.5563025
buyung,1.9542425
mumbung,2.5563025
optis,2.5563025
amatamat,2.5563025
dahar,2.2552724
ambo,2.5563025
unguis,2.5563025
dahan,1.8573325
parut,2.0791812
tirta,2.0791812
kali,1.60206
balak,2.0791812
rumput,2.2552724
elaborasi,2.5563025
balas,2.0791812
adon,2.0791812
kurik,2.5563025
beliung,2.5563025
amat,1.7781513
kaku,2.2552724
aman,2.0791812
tulangtulang,2.2552724
kala,1.7781513
amal,2.2552724
bacot,2.2552724
sedan,2.5563025
pidana,2.2552724
amah,2.5563025
selip,2.2552724
siga,2.5563025
selir,2.0791812
puder,2.5563025
rupiah,2.2552724
ganti,2.2552724
fiksi,2.2552724
tumbuhtumbuh,2.2552724
kapal,1.2552725
hiper,2.5563025
kadangkadang,2.2552724
kapas,1.7781513
apalag,2.5563025
sampai,2.5563025
sampah,2.2552724
matra,2.5563025
bunda,2.0791812
bengkak,1.9542425
pasung,2.5563025
malam,1.5563025
susastra,2.5563025
lever,2.5563025
tembaga,2.2552724
ilik,2.0791812
etika,2.5563025
candra,2.5563025
puluh,2.5563025
luru,1.9542425
tokoh,1.60206
bok,2.2552724
candu,2.5563025
detik,2.2552724
tanduk,1.9542425
mentah,1.9542425
kelahi,2.5563025
gunung,1.5149099
sehingga,1.3802112
pisahpisah,2.2552724
mentak,2.5563025
tentu,1.0791812
sembuny,2.5563025
gerimis,2.5563025
makhluk,2.0791812
tiang,1.7781513
dena,2.5563025
itahu,2.2552724
operasi,2.5563025
cabang,1.3802112
tanamtanam,2.5563025
tenun,1.60206
hendak,1.7112044
tabir,2.2552724
demi,2.5563025
angin,1.2340832
lutu,2.5563025
santap,2.0791812
pinggan,2.5563025
setel,2.2552724
setem,2.5563025
putih,1.4101745
kertas,1.3258536
kasa,2.5563025
masuk,1.2340832
wujud,1.5149099
tajam,1.9542425
sika,2.2552724
losmen,2.2552724
anyep,2.2552724
tugasi,2.0791812
suara,1.5149099
watang,2.2552724
pohonpohon,2.0791812
pondong,2.5563025
fatalitas,2.2552724
hikayat,2.5563025
setahun,2.5563025
asyarakat,2.5563025
kara,2.0791812
ilmu,1.7112044
sua,2.5563025
lepitlepit,2.5563025
motor,1.60206
tuat,2.2552724
hina,2.5563025
sigap,2.5563025
keringat,2.5563025
liput,2.0791812
lipur,2.5563025
kesan,2.5563025
kesal,2.5563025
tuan,2.5563025
dering,2.5563025
kaum,1.8573325
dera,2.5563025
surut,2.2552724
gagas,1.8573325
lumpur,2.2552724
lubuk,2.5563025
suruh,1.9542425
taruh,2.2552724
gagah,2.0791812
depo,2.5563025
stori,2.5563025
kata,1.0248235
beledu,2.0791812
badik,2.5563025
bui,2.5563025
bilah,1.7112044
pukul,2.0791812
sila,2.5563025
famil,1.9542425
deta,2.0791812
lukis,1.7112044
hutan,1.7781513
kukila,2.0791812
rombong,2.0791812
setan,2.5563025
derita,2.0791812
runtun,2.5563025
iospyros,2.0791812
suami,1.9542425
anyam,1.7781513
kepeng,2.2552724
apatis,2.2552724
sementara,1.5563025
daksina,2.2552724
astronomi,2.5563025
ijajil,2.5563025
takpetak,2.5563025
desa,2.5563025
sebidang,2.2552724
sini,2.2552724
syeir,2.5563025
durjana,2.5563025
efisiensi,2.5563025
deru,2.5563025
runtuh,2.0791812
generasi,1.9542425
suang,2.0791812
kreator,2.5563025
sagur,2.5563025
jerjak,2.5563025
jamah,2.2552724
kayu,1.0511525
kia,2.5563025
jamak,2.2552724
lembaga,1.7781513
jambul,2.5563025
sundul,2.5563025
parak,2.5563025
sudahsudah,2.2552724
jenazah,2.2552724
setuju,2.5563025
paraf,2.5563025
firman,2.5563025
uburubur,2.5563025
sinambung,2.5563025
pemerintah,2.0791812
tulis,1.60206
kaya,1.9542425
jilid,2.0791812
ranah,2.0791812
misal,1.5563025
sekaligus,1.9542425
balur,2.2552724
hormat,1.9542425
kejut,2.2552724
balut,2.5563025
individu,2.2552724
saham,2.5563025
ampo,2.2552724
bintil,2.2552724
variasi,2.2552724
sisa,2.0791812
renang,2.5563025
sisi,1.5563025
pulau,2.0791812
lemak,2.5563025
putra,2.0791812
mampat,2.5563025
anjing,2.0791812
ombak,2.5563025
dewa,1.9542425
syajarah,2.5563025
selesa,2.5563025
sira,2.5563025
saat,1.7112044
aramaram,2.0791812
dorong,1.9542425
ilmiah,2.5563025
pinggir,1.9542425
ubunubun,2.5563025
balok,2.2552724
dewi,2.5563025
balon,2.0791812
artis,2.5563025
leaces,2.5563025
taktik,2.5563025
bohong,2.0791812
organisasi,1.7112044
lembu,1.9542425
roda,1.6532125
bunyi,1.2552725
goda,2.5563025
flat,2.5563025
sempurna,1.8573325
badan,0.84873235
cawis,2.5563025
lemar,2.5563025
makna,1.7781513
tongkeng,2.5563025
gempar,2.5563025
badak,2.2552724
sada,2.2552724
ngoko,2.2552724
tebang,1.9542425
tuli,2.5563025
sagu,2.0791812
ganjar,2.5563025
suatu,0.8320266
ganjal,2.5563025
putus,2.5563025
selaput,1.9542425
tarup,2.5563025
macan,2.5563025
kayukayu,2.5563025
macam,1.6532125
lazim,2.0791812
tomong,2.2552724
lakilak,1.1583625
tak,2.0791812
bagaibagai,1.8573325
katanamecpbnameeribahasanamepbrelationallrelationallrelationkateglo,2.5563025
cerna,2.2552724
bencah,2.5563025
sekerja,2.2552724
buntu,2.5563025
kronolog,2.5563025
kabung,2.5563025
tuju,1.2138798
betung,2.5563025
lebu,2.2552724
sair,2.2552724
tuna,2.5563025
bentar,2.5563025
haji,2.2552724
tenda,2.0791812
kenyal,2.0791812
onneratia,2.2552724
jasman,2.5563025
drama,1.7112044
parit,2.5563025
bunuh,2.5563025
cat,2.5563025
sayap,1.8573325
alarm,2.5563025
etahu,1.6532125
sayat,2.2552724
mortir,2.2552724
arter,2.5563025
pias,2.2552724
cante,2.5563025
titiang,2.5563025
kabukabu,2.2552724
putri,1.8573325
trompet,2.5563025
beleid,2.5563025
biksu,2.2552724
hantar,2.0791812
arbitrer,2.2552724
mintak,2.5563025
makro,2.5563025
bufet,2.5563025
pengap,2.5563025
pengang,2.5563025
meong,1.9542425
