,0.0
tulis,1.60206
kaya,1.9542425
tuhan,2.5563025
ranah,2.0791812
emas,1.9542425
belia,2.5563025
balur,2.2552724
hormat,2.0791812
balut,2.5563025
dapa,2.2552724
individu,2.2552724
dendeng,2.2552724
seko,2.0791812
saham,2.5563025
bintil,2.2552724
ampo,2.5563025
ya,2.5563025
variasi,2.2552724
ucap,2.0791812
pentas,2.0791812
talenta,2.5563025
seks,2.0791812
ambles,2.5563025
sisa,2.0791812
jongos,2.2552724
pusu,2.5563025
bintik,2.2552724
sisi,1.7781513
putra,2.0791812
lemak,2.5563025
kampung,1.7781513
anjing,2.2552724
sentimen,2.5563025
ombak,2.5563025
dewa,1.9542425
syajarah,2.5563025
selesa,2.5563025
utar,2.0791812
hangat,2.5563025
rubung,2.5563025
perkara,2.5563025
kakek,2.0791812
oto,1.8573325
kasur,2.2552724
sira,2.5563025
ilmiah,2.5563025
dorong,2.2552724
antuk,2.5563025
identifikasi,2.2552724
pinggir,1.9542425
balok,2.5563025
rambak,2.0791812
luarga,1.9542425
dewi,2.5563025
balon,2.0791812
bumbung,2.5563025
terpa,2.5563025
artis,2.5563025
dara,2.5563025
tante,2.5563025
taktik,2.5563025
manfaat,2.5563025
bohong,2.2552724
organisasi,1.9542425
lembu,2.5563025
murah,2.0791812
induk,1.6532125
roda,1.7781513
bunyi,1.2775489
cirit,2.5563025
goda,2.5563025
flat,2.5563025
sempurna,1.8573325
potret,2.0791812
badan,0.8842046
selo,2.2552724
cawis,2.5563025
lemar,2.5563025
makna,1.9542425
tongkeng,2.5563025
kotor,2.2552724
mekar,2.5563025
tombol,2.5563025
bintara,2.5563025
lembar,1.9542425
porselen,2.0791812
silang,2.5563025
lembak,2.5563025
gempar,2.5563025
lembah,2.5563025
ancur,2.5563025
kabut,2.0791812
kabus,2.0791812
badak,2.2552724
sada,2.2552724
rcapada,2.5563025
bilang,1.8573325
gerang,2.5563025
panda,2.0791812
lampu,2.2552724
data,0.69897
depot,2.5563025
ukur,1.3258536
hostel,2.5563025
endap,2.2552724
tuli,2.5563025
sagu,2.0791812
drum,2.5563025
ganjar,2.5563025
putus,2.5563025
sepak,2.5563025
ganjal,2.5563025
selaput,1.9542425
vulpes,2.5563025
bual,2.2552724
tarup,2.5563025
buah,1.1249387
sepat,2.5563025
lazim,2.2552724
macam,2.5563025
tomong,2.2552724
ukul,2.2552724
bengis,2.2552724
tumpah,2.2552724
harkat,2.2552724
cerna,2.2552724
timur,2.2552724
bencah,2.5563025
kolam,2.5563025
kisah,2.5563025
syair,2.2552724
gembira,2.2552724
selenggara,2.2552724
sena,2.0791812
zakar,2.0791812
rohaniw,2.5563025
produsen,2.5563025
indra,1.9542425
seni,2.2552724
semprot,2.5563025
tuju,1.3802112
resbang,2.5563025
dasi,2.5563025
lebu,2.2552724
mesti,2.5563025
sair,2.2552724
tuna,2.5563025
tunjuk,2.0791812
aktivis,2.5563025
tawan,2.0791812
haji,2.5563025
tenda,2.0791812
bubu,2.5563025
kenyal,2.0791812
tawar,2.0791812
gin,2.5563025
onneratia,2.2552724
jasman,2.5563025
drama,1.9542425
parit,2.5563025
panas,1.60206
iklim,1.7781513
cat,2.5563025
sayap,1.9542425
alarm,2.5563025
etahu,1.8573325
kepala,1.8573325
sayat,2.2552724
mortir,2.2552724
pias,2.2552724
kantin,2.2552724
cante,2.5563025
titiang,2.5563025
kibas,2.2552724
belah,1.60206
prosa,2.2552724
putri,1.8573325
buat,0.91284984
belat,2.2552724
muat,2.5563025
buar,2.2552724
intens,2.5563025
buas,2.2552724
beleid,2.5563025
burung,1.60206
belas,2.2552724
biksu,2.2552724
frasa,2.5563025
hantar,2.0791812
daur,2.5563025
mintak,2.5563025
daun,1.7781513
bufet,2.5563025
makro,2.5563025
rajat,2.5563025
pengap,2.5563025
pengang,2.5563025
bintang,2.5563025
sepi,2.2552724
meong,1.9542425
